review_tokens_stemmed,Sentimen,sentimen,classified_text,tweet_text,sentence_score,max_positive,max_negative,kelas
kali ini paket white series yang datang cuman harus sudah komplain tapi enggak direspon sama sekali pantas dalam paket ada kertas cara aju komplain nyata memang enggak beres isi,Negatif,"{'classified_text': 'kali ini paket white series yang datang cuman harus sudah komplain tapi enggak direspon sama sekali pantas [4] dalam paket ada kertas cara aju komplain nyata memang enggak beres isi', 'tweet_text': ' kali ini paket white series yang datang cuman harus sudah komplain tapi enggak direspon sama sekali pantas dalam paket ada kertas cara aju komplain nyata memang enggak beres isi', 'sentence_score': ['kali ini paket white series yang datang cuman harus sudah komplain tapi enggak direspon sama sekali pantas [4] dalam paket ada kertas cara aju komplain nyata memang enggak beres isi'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",kali ini paket white series yang datang cuman harus sudah komplain tapi enggak direspon sama sekali pantas [4] dalam paket ada kertas cara aju komplain nyata memang enggak beres isi, kali ini paket white series yang datang cuman harus sudah komplain tapi enggak direspon sama sekali pantas dalam paket ada kertas cara aju komplain nyata memang enggak beres isi,['kali ini paket white series yang datang cuman harus sudah komplain tapi enggak direspon sama sekali pantas [4] dalam paket ada kertas cara aju komplain nyata memang enggak beres isi'],4,-1,positif
tidak sampai barang nya,Negatif,"{'classified_text': 'tidak sampai barang nya', 'tweet_text': ' tidak sampai barang nya', 'sentence_score': ['tidak sampai barang nya'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",tidak sampai barang nya, tidak sampai barang nya,['tidak sampai barang nya'],1,-1,netral
bikin bruntusan yang geleuh muka jadi lihat dan rasa kotor banget ewh sudah pakai sunscreen dan toner yang soft light begitu no deh benar kata orang ini buat kulit sensitif dan kering jangan pakai akhir buat tangan dan area tubuh yang gelap saja deh,Negatif,"{'classified_text': 'bikin bruntusan yang geleuh muka jadi lihat dan rasa kotor [-4] banget ewh sudah pakai sunscreen dan toner yang soft light begitu no deh benar [4] kata orang ini buat kulit sensitif [-2] dan kering jangan pakai akhir buat tangan dan area tubuh yang gelap [-2] saja deh', 'tweet_text': ' bikin bruntusan yang geleuh muka jadi lihat dan rasa kotor banget ewh sudah pakai sunscreen dan toner yang soft light begitu no deh benar kata orang ini buat kulit sensitif dan kering jangan pakai akhir buat tangan dan area tubuh yang gelap saja deh', 'sentence_score': ['bikin bruntusan yang geleuh muka jadi lihat dan rasa kotor [-4] banget ewh sudah pakai sunscreen dan toner yang soft light begitu no deh benar [4] kata orang ini buat kulit sensitif [-2] dan kering jangan pakai akhir buat tangan dan area tubuh yang gelap [-2] saja deh'], 'max_positive': 4, 'max_negative': -4, 'kelas': 'netral'}",bikin bruntusan yang geleuh muka jadi lihat dan rasa kotor [-4] banget ewh sudah pakai sunscreen dan toner yang soft light begitu no deh benar [4] kata orang ini buat kulit sensitif [-2] dan kering jangan pakai akhir buat tangan dan area tubuh yang gelap [-2] saja deh, bikin bruntusan yang geleuh muka jadi lihat dan rasa kotor banget ewh sudah pakai sunscreen dan toner yang soft light begitu no deh benar kata orang ini buat kulit sensitif dan kering jangan pakai akhir buat tangan dan area tubuh yang gelap saja deh,['bikin bruntusan yang geleuh muka jadi lihat dan rasa kotor [-4] banget ewh sudah pakai sunscreen dan toner yang soft light begitu no deh benar [4] kata orang ini buat kulit sensitif [-2] dan kering jangan pakai akhir buat tangan dan area tubuh yang gelap [-2] saja deh'],4,-4,netral
serum enggak kirim,Negatif,"{'classified_text': 'serum enggak kirim', 'tweet_text': ' serum enggak kirim', 'sentence_score': ['serum enggak kirim'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",serum enggak kirim, serum enggak kirim,['serum enggak kirim'],1,-1,netral
baru pertama coba dan sudah pakai beberapa hari sunscreennya bagus banget cocok buat acne face ku enggak lengket sama sekali,Positif,"{'classified_text': 'baru pertama coba dan sudah pakai beberapa hari sunscreennya bagus [5] banget cocok [4] buat acne face ku enggak lengket sama sekali', 'tweet_text': ' baru pertama coba dan sudah pakai beberapa hari sunscreennya bagus banget cocok buat acne face ku enggak lengket sama sekali', 'sentence_score': ['baru pertama coba dan sudah pakai beberapa hari sunscreennya bagus [5] banget cocok [4] buat acne face ku enggak lengket sama sekali'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}",baru pertama coba dan sudah pakai beberapa hari sunscreennya bagus [5] banget cocok [4] buat acne face ku enggak lengket sama sekali, baru pertama coba dan sudah pakai beberapa hari sunscreennya bagus banget cocok buat acne face ku enggak lengket sama sekali,['baru pertama coba dan sudah pakai beberapa hari sunscreennya bagus [5] banget cocok [4] buat acne face ku enggak lengket sama sekali'],5,-1,positif
love banget terima kasih azarine tadi beli karena dapat pc tapi nyata memang bagus banget velvety lippie cream nya dan walau enggak cocok warm tone ini bagus banget di aku,Positif,"{'classified_text': 'love banget terima kasih [4] azarine tadi beli karena dapat pc tapi nyata memang bagus [5] banget velvety lippie cream nya dan walau enggak cocok [-3] warm tone ini bagus [5] banget di aku', 'tweet_text': ' love banget terima kasih azarine tadi beli karena dapat pc tapi nyata memang bagus banget velvety lippie cream nya dan walau enggak cocok warm tone ini bagus banget di aku', 'sentence_score': ['love banget terima kasih [4] azarine tadi beli karena dapat pc tapi nyata memang bagus [5] banget velvety lippie cream nya dan walau enggak cocok [-3] warm tone ini bagus [5] banget di aku'], 'max_positive': 5, 'max_negative': -3, 'kelas': 'positif'}",love banget terima kasih [4] azarine tadi beli karena dapat pc tapi nyata memang bagus [5] banget velvety lippie cream nya dan walau enggak cocok [-3] warm tone ini bagus [5] banget di aku, love banget terima kasih azarine tadi beli karena dapat pc tapi nyata memang bagus banget velvety lippie cream nya dan walau enggak cocok warm tone ini bagus banget di aku,['love banget terima kasih [4] azarine tadi beli karena dapat pc tapi nyata memang bagus [5] banget velvety lippie cream nya dan walau enggak cocok [-3] warm tone ini bagus [5] banget di aku'],5,-3,positif
pertama kali coba belum tau sih,Netral,"{'classified_text': 'pertama kali coba belum tau sih', 'tweet_text': ' pertama kali coba belum tau sih', 'sentence_score': ['pertama kali coba belum tau sih'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",pertama kali coba belum tau sih, pertama kali coba belum tau sih,['pertama kali coba belum tau sih'],1,-1,netral
realpict sukses selalu seller,Positif,"{'classified_text': 'realpict sukses [4] selalu seller', 'tweet_text': ' realpict sukses selalu seller', 'sentence_score': ['realpict sukses [4] selalu seller'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",realpict sukses [4] selalu seller, realpict sukses selalu seller,['realpict sukses [4] selalu seller'],4,-1,positif
semua ok cuma kaya nya kulit yang enggak cocok sama sunscreennya rasa lengket banget makenya so sorry,Netral,"{'classified_text': 'semua ok [1] cuma [-2] kaya [3] nya kulit yang enggak cocok [-3] sama sunscreennya rasa lengket banget makenya so sorry', 'tweet_text': ' semua ok cuma kaya nya kulit yang enggak cocok sama sunscreennya rasa lengket banget makenya so sorry', 'sentence_score': ['semua ok [1] cuma [-2] kaya [3] nya kulit yang enggak cocok [-3] sama sunscreennya rasa lengket banget makenya so sorry'], 'max_positive': 3, 'max_negative': -3, 'kelas': 'netral'}",semua ok [1] cuma [-2] kaya [3] nya kulit yang enggak cocok [-3] sama sunscreennya rasa lengket banget makenya so sorry, semua ok cuma kaya nya kulit yang enggak cocok sama sunscreennya rasa lengket banget makenya so sorry,['semua ok [1] cuma [-2] kaya [3] nya kulit yang enggak cocok [-3] sama sunscreennya rasa lengket banget makenya so sorry'],3,-3,netral
baru pertama coba moga cocok emas cepat dan aman kirim cepat,Positif,"{'classified_text': 'baru pertama coba moga cocok [3] emas [5] cepat [5] dan aman [4] kirim cepat [4]', 'tweet_text': ' baru pertama coba moga cocok emas cepat dan aman kirim cepat', 'sentence_score': ['baru pertama coba moga cocok [3] emas [5] cepat [5] dan aman [4] kirim cepat [4]'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}",baru pertama coba moga cocok [3] emas [5] cepat [5] dan aman [4] kirim cepat [4], baru pertama coba moga cocok emas cepat dan aman kirim cepat,['baru pertama coba moga cocok [3] emas [5] cepat [5] dan aman [4] kirim cepat [4]'],5,-1,positif
saya pesan dua paket twin pack dan lagi yang ini harusanya saya terima produk tapi saya hanya terima saya tidak sempat laku video unboxing jadi tadi bisa klaim mohon untuk telah lebih hati dan perhati produk yang akan kirim apa sudah sesuai dengan pesan atau belum,Negatif,"{'classified_text': 'saya pesan dua paket twin pack dan lagi yang ini harusanya saya terima produk tapi saya hanya terima saya tidak sempat laku [3] video unboxing jadi tadi bisa klaim mohon [1] untuk telah lebih hati dan perhati produk yang akan kirim apa sudah sesuai [3] dengan pesan atau belum', 'tweet_text': ' saya pesan dua paket twin pack dan lagi yang ini harusanya saya terima produk tapi saya hanya terima saya tidak sempat laku video unboxing jadi tadi bisa klaim mohon untuk telah lebih hati dan perhati produk yang akan kirim apa sudah sesuai dengan pesan atau belum', 'sentence_score': ['saya pesan dua paket twin pack dan lagi yang ini harusanya saya terima produk tapi saya hanya terima saya tidak sempat laku [3] video unboxing jadi tadi bisa klaim mohon [1] untuk telah lebih hati dan perhati produk yang akan kirim apa sudah sesuai [3] dengan pesan atau belum'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",saya pesan dua paket twin pack dan lagi yang ini harusanya saya terima produk tapi saya hanya terima saya tidak sempat laku [3] video unboxing jadi tadi bisa klaim mohon [1] untuk telah lebih hati dan perhati produk yang akan kirim apa sudah sesuai [3] dengan pesan atau belum, saya pesan dua paket twin pack dan lagi yang ini harusanya saya terima produk tapi saya hanya terima saya tidak sempat laku video unboxing jadi tadi bisa klaim mohon untuk telah lebih hati dan perhati produk yang akan kirim apa sudah sesuai dengan pesan atau belum,['saya pesan dua paket twin pack dan lagi yang ini harusanya saya terima produk tapi saya hanya terima saya tidak sempat laku [3] video unboxing jadi tadi bisa klaim mohon [1] untuk telah lebih hati dan perhati produk yang akan kirim apa sudah sesuai [3] dengan pesan atau belum'],3,-1,positif
layan admin nya jelek,Negatif,"{'classified_text': 'layan admin nya jelek [-4]', 'tweet_text': ' layan admin nya jelek', 'sentence_score': ['layan admin nya jelek [-4]'], 'max_positive': 1, 'max_negative': -4, 'kelas': 'negatif'}",layan admin nya jelek [-4], layan admin nya jelek,['layan admin nya jelek [-4]'],1,-4,negatif
agak kesel ya aku sudah tunggu barang dan yang datang salah dong produk mana di bungkus sesuai sama produk yang aku pesan alhasil aku buka tanpa di video tolong banget kalau misal packing di cek dulu jangan salah kirim kayak begini selain rugi di harga aku juga jadi hilang percaya sama ini toko mana lama juga mana ini foto enggak bisa lampir pula ada tulis ada ganggu di rumah toped enggak tau deh serah di cek saja di data gudang harus data beli dan produk yang ada di gudang jumlah beda,Negatif,"{'classified_text': 'agak kesel ya aku sudah tunggu barang dan yang datang salah [-4] dong produk mana [-4] di bungkus sesuai [3] sama produk yang aku pesan alhasil aku buka tanpa di video tolong banget kalau misal packing di cek dulu jangan salah [4] kirim kayak begini selain rugi [-4] di harga aku juga jadi hilang [-3] percaya [4] sama ini toko mana [-4] lama [-2] juga mana [-4] ini foto enggak bisa lampir pula ada tulis ada ganggu [-4] di rumah toped enggak tau deh serah di cek saja di data gudang harus data beli dan produk yang ada di gudang jumlah beda', 'tweet_text': ' agak kesel ya aku sudah tunggu barang dan yang datang salah dong produk mana di bungkus sesuai sama produk yang aku pesan alhasil aku buka tanpa di video tolong banget kalau misal packing di cek dulu jangan salah kirim kayak begini selain rugi di harga aku juga jadi hilang percaya sama ini toko mana lama juga mana ini foto enggak bisa lampir pula ada tulis ada ganggu di rumah toped enggak tau deh serah di cek saja di data gudang harus data beli dan produk yang ada di gudang jumlah beda', 'sentence_score': ['agak kesel ya aku sudah tunggu barang dan yang datang salah [-4] dong produk mana [-4] di bungkus sesuai [3] sama produk yang aku pesan alhasil aku buka tanpa di video tolong banget kalau misal packing di cek dulu jangan salah [4] kirim kayak begini selain rugi [-4] di harga aku juga jadi hilang [-3] percaya [4] sama ini toko mana [-4] lama [-2] juga mana [-4] ini foto enggak bisa lampir pula ada tulis ada ganggu [-4] di rumah toped enggak tau deh serah di cek saja di data gudang harus data beli dan produk yang ada di gudang jumlah beda'], 'max_positive': 4, 'max_negative': -4, 'kelas': 'netral'}",agak kesel ya aku sudah tunggu barang dan yang datang salah [-4] dong produk mana [-4] di bungkus sesuai [3] sama produk yang aku pesan alhasil aku buka tanpa di video tolong banget kalau misal packing di cek dulu jangan salah [4] kirim kayak begini selain rugi [-4] di harga aku juga jadi hilang [-3] percaya [4] sama ini toko mana [-4] lama [-2] juga mana [-4] ini foto enggak bisa lampir pula ada tulis ada ganggu [-4] di rumah toped enggak tau deh serah di cek saja di data gudang harus data beli dan produk yang ada di gudang jumlah beda, agak kesel ya aku sudah tunggu barang dan yang datang salah dong produk mana di bungkus sesuai sama produk yang aku pesan alhasil aku buka tanpa di video tolong banget kalau misal packing di cek dulu jangan salah kirim kayak begini selain rugi di harga aku juga jadi hilang percaya sama ini toko mana lama juga mana ini foto enggak bisa lampir pula ada tulis ada ganggu di rumah toped enggak tau deh serah di cek saja di data gudang harus data beli dan produk yang ada di gudang jumlah beda,['agak kesel ya aku sudah tunggu barang dan yang datang salah [-4] dong produk mana [-4] di bungkus sesuai [3] sama produk yang aku pesan alhasil aku buka tanpa di video tolong banget kalau misal packing di cek dulu jangan salah [4] kirim kayak begini selain rugi [-4] di harga aku juga jadi hilang [-3] percaya [4] sama ini toko mana [-4] lama [-2] juga mana [-4] ini foto enggak bisa lampir pula ada tulis ada ganggu [-4] di rumah toped enggak tau deh serah di cek saja di data gudang harus data beli dan produk yang ada di gudang jumlah beda'],4,-4,netral
barang yang kirim cuman harus karena saya beli twin pack,Negatif,"{'classified_text': 'barang yang kirim cuman harus karena saya beli twin pack', 'tweet_text': ' barang yang kirim cuman harus karena saya beli twin pack', 'sentence_score': ['barang yang kirim cuman harus karena saya beli twin pack'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",barang yang kirim cuman harus karena saya beli twin pack, barang yang kirim cuman harus karena saya beli twin pack,['barang yang kirim cuman harus karena saya beli twin pack'],1,-1,netral
saya sudah pakai hari di wajah saya jadi minyak merah dan jadi beruntus,Negatif,"{'classified_text': 'saya sudah pakai hari di wajah saya jadi minyak merah dan jadi beruntus', 'tweet_text': ' saya sudah pakai hari di wajah saya jadi minyak merah dan jadi beruntus', 'sentence_score': ['saya sudah pakai hari di wajah saya jadi minyak merah dan jadi beruntus'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",saya sudah pakai hari di wajah saya jadi minyak merah dan jadi beruntus, saya sudah pakai hari di wajah saya jadi minyak merah dan jadi beruntus,['saya sudah pakai hari di wajah saya jadi minyak merah dan jadi beruntus'],1,-1,netral
