,Review,Sentimen,Review_norm,review_tokens,review_tokens_stemmed
203,sebenarnya bagus tapi di aq jatuhnya bikin bibir agak kering walaupun sebelum pake lipstick udh pakai lipbalm warnanya pigmented bgt merah queennya bagus bgt,Netral,sebenarnya bagus tapi di aku jatuhnya bikin bibir agak kering walaupun sebelum pakai lipstick sudah pakai lipbalm warnanya pigmented banget merah queennya bagus banget,"['sebenarnya', 'bagus', 'tapi', 'di', 'aku', 'jatuhnya', 'bikin', 'bibir', 'agak', 'kering', 'walaupun', 'sebelum', 'pakai', 'lipstick', 'sudah', 'pakai', 'lipbalm', 'warnanya', 'pigmented', 'banget', 'merah', 'queennya', 'bagus', 'banget']","['benar', 'bagus', 'tapi', 'di', 'aku', 'jatuh', 'bikin', 'bibir', 'agak', 'kering', 'walaupun', 'belum', 'pakai', 'lipstick', 'sudah', 'pakai', 'lipbalm', 'warna', 'pigmented', 'banget', 'merah', 'queennya', 'bagus', 'banget']"
204,exp date msh lama pengirimannya jg cepat dapet diskonnya lumayan lagi thanks somethinc,Positif,exp date masih lama pengirimannya juga cepat dapat diskonnya lumayan lagi thanks somethinc,"['exp', 'date', 'masih', 'lama', 'pengirimannya', 'juga', 'cepat', 'dapat', 'diskonnya', 'lumayan', 'lagi', 'thanks', 'somethinc']","['exp', 'date', 'masih', 'lama', 'kirim', 'juga', 'cepat', 'dapat', 'diskon', 'lumayan', 'lagi', 'thanks', 'somethinc']"
205,semoga cocok di kulitku yg sensitif ini karna banyak tmn yg rekomen coba ini jadi lgsg aku checkout,Positif,semoga cocok di kulitku yang sensitif ini karena banyak teman yang rekomen coba ini jadi langsung aku checkout,"['semoga', 'cocok', 'di', 'kulitku', 'yang', 'sensitif', 'ini', 'karena', 'banyak', 'teman', 'yang', 'rekomen', 'coba', 'ini', 'jadi', 'langsung', 'aku', 'checkout']","['moga', 'cocok', 'di', 'kulit', 'yang', 'sensitif', 'ini', 'karena', 'banyak', 'teman', 'yang', 'rekomen', 'coba', 'ini', 'jadi', 'langsung', 'aku', 'checkout']"
206,belum dicoba smg cocok,Netral,belum dicoba semoga cocok,"['belum', 'dicoba', 'semoga', 'cocok']","['belum', 'coba', 'moga', 'cocok']"
207,paket aman semoga cocok,Positif,paket aman semoga cocok,"['paket', 'aman', 'semoga', 'cocok']","['paket', 'aman', 'moga', 'cocok']"
208,tipe kulitku berminyak tipe kulitku kering tipe kulitku normal tipe kulitku kombinasi tipe kulitku sensitif masalah kulitku jerawat,Netral,tipe kulitku berminyak tipe kulitku kering tipe kulitku normal tipe kulitku kombinasi tipe kulitku sensitif masalah kulitku jerawat,"['tipe', 'kulitku', 'berminyak', 'tipe', 'kulitku', 'kering', 'tipe', 'kulitku', 'normal', 'tipe', 'kulitku', 'kombinasi', 'tipe', 'kulitku', 'sensitif', 'masalah', 'kulitku', 'jerawat']","['tipe', 'kulit', 'minyak', 'tipe', 'kulit', 'kering', 'tipe', 'kulit', 'normal', 'tipe', 'kulit', 'kombinasi', 'tipe', 'kulit', 'sensitif', 'masalah', 'kulit', 'jerawat']"
209,kiriman cepat packing bagus,Positif,kiriman cepat packing bagus,"['kiriman', 'cepat', 'packing', 'bagus']","['kirim', 'cepat', 'packing', 'bagus']"
210,sesuai dengan deskripsi,Positif,sesuai dengan deskripsi,"['sesuai', 'dengan', 'deskripsi']","['sesuai', 'dengan', 'deskripsi']"
211,ingredients nya bikin penasaran jd pengen cobain sejauh ini selalu repurchase produk avo dan selalu cocok aaaa,Positif,ingredients nya bikin penasaran jadi pengin mencoba sejauh ini selalu repurchase produk avo dan selalu cocok aaaa,"['ingredients', 'nya', 'bikin', 'penasaran', 'jadi', 'pengin', 'mencoba', 'sejauh', 'ini', 'selalu', 'repurchase', 'produk', 'avo', 'dan', 'selalu', 'cocok', 'aaaa']","['ingredients', 'nya', 'bikin', 'penasaran', 'jadi', 'pengin', 'coba', 'jauh', 'ini', 'selalu', 'repurchase', 'produk', 'avo', 'dan', 'selalu', 'cocok', 'aaaa']"
212,pengirimannya lama bgt tolong diganti kurirny,Negatif,pengirimannya lama banget tolong diganti kurirnya,"['pengirimannya', 'lama', 'banget', 'tolong', 'diganti', 'kurirnya']","['kirim', 'lama', 'banget', 'tolong', 'ganti', 'kurir']"
213,pengemasan okeyy semoga cocok,Positif,pengemasan oke semoga cocok,"['pengemasan', 'oke', 'semoga', 'cocok']","['emas', 'oke', 'moga', 'cocok']"
214,ok semoga cocok,Netral,ok semoga cocok,"['ok', 'semoga', 'cocok']","['ok', 'moga', 'cocok']"
215,bintang karena pertamanya dikirimin yg expired sedangkan pembelian harga normal sebelum beli sudah chat tanya perbedaan harga normal dan sale sale expired dan normal expired walaupun akhirnya bisa return dan ganti yg expired tp proses return nya itu ribet bgt terutama pihak expedisi sicepat yg tdk segera pick up sampai hari maksudnya kalau dr awal teliti saya ga perlu buang waktu untuk ngurusin return nya semoga kedepannya makin teliti yaa untuk packing sudah aman bagus admin juga responsive thank you,Negatif,bintang karena pertamanya dikirimin yang expired sedangkan pembelian harga normal sebelum beli sudah chat tanya perbedaan harga normal dan sale sale expired dan normal expired walaupun akhirnya bisa return dan ganti yang expired tapi proses return nya itu ribet banget terutama pihak expedisi sicepat yang tidak segera pick up sampai hari maksudnya kalau dari awal teliti saya enggak perlu buang waktu untuk mengurusi return nya semoga kedepannya makin teliti ya untuk packing sudah aman bagus admin juga responsive thank you,"['bintang', 'karena', 'pertamanya', 'dikirimin', 'yang', 'expired', 'sedangkan', 'pembelian', 'harga', 'normal', 'sebelum', 'beli', 'sudah', 'chat', 'tanya', 'perbedaan', 'harga', 'normal', 'dan', 'sale', 'sale', 'expired', 'dan', 'normal', 'expired', 'walaupun', 'akhirnya', 'bisa', 'return', 'dan', 'ganti', 'yang', 'expired', 'tapi', 'proses', 'return', 'nya', 'itu', 'ribet', 'banget', 'terutama', 'pihak', 'expedisi', 'sicepat', 'yang', 'tidak', 'segera', 'pick', 'up', 'sampai', 'hari', 'maksudnya', 'kalau', 'dari', 'awal', 'teliti', 'saya', 'enggak', 'perlu', 'buang', 'waktu', 'untuk', 'mengurusi', 'return', 'nya', 'semoga', 'kedepannya', 'makin', 'teliti', 'ya', 'untuk', 'packing', 'sudah', 'aman', 'bagus', 'admin', 'juga', 'responsive', 'thank', 'you']","['bintang', 'karena', 'pertama', 'dikirimin', 'yang', 'expired', 'sedang', 'beli', 'harga', 'normal', 'belum', 'beli', 'sudah', 'chat', 'tanya', 'beda', 'harga', 'normal', 'dan', 'sale', 'sale', 'expired', 'dan', 'normal', 'expired', 'walaupun', 'akhir', 'bisa', 'return', 'dan', 'ganti', 'yang', 'expired', 'tapi', 'proses', 'return', 'nya', 'itu', 'ribet', 'banget', 'utama', 'pihak', 'expedisi', 'sicepat', 'yang', 'tidak', 'segera', 'pick', 'up', 'sampai', 'hari', 'maksud', 'kalau', 'dari', 'awal', 'teliti', 'saya', 'enggak', 'perlu', 'buang', 'waktu', 'untuk', 'urus', 'return', 'nya', 'moga', 'depan', 'makin', 'teliti', 'ya', 'untuk', 'packing', 'sudah', 'aman', 'bagus', 'admin', 'juga', 'responsive', 'thank', 'you']"
216,packing aman dan expired masih lama,Positif,packing aman dan expired masih lama,"['packing', 'aman', 'dan', 'expired', 'masih', 'lama']","['packing', 'aman', 'dan', 'expired', 'masih', 'lama']"
217,huhu serum nya udah dateng cepet banget pengiriman beli dapet harga diskon baru pertama pakai ini semoga cocok di muka ku tipe kulitku normal,Positif,huhu serum nya sudah datang cepat banget pengiriman beli dapat harga diskon baru pertama pakai ini semoga cocok di muka ku tipe kulitku normal,"['huhu', 'serum', 'nya', 'sudah', 'datang', 'cepat', 'banget', 'pengiriman', 'beli', 'dapat', 'harga', 'diskon', 'baru', 'pertama', 'pakai', 'ini', 'semoga', 'cocok', 'di', 'muka', 'ku', 'tipe', 'kulitku', 'normal']","['huhu', 'serum', 'nya', 'sudah', 'datang', 'cepat', 'banget', 'kirim', 'beli', 'dapat', 'harga', 'diskon', 'baru', 'pertama', 'pakai', 'ini', 'moga', 'cocok', 'di', 'muka', 'ku', 'tipe', 'kulit', 'normal']"
218,tipe kulitku sensitif,Netral,tipe kulitku sensitif,"['tipe', 'kulitku', 'sensitif']","['tipe', 'kulit', 'sensitif']"
219,ini kenapa paket saya di lempar sama kurir ya ud jelas jelas ada tulisan fragile di dusnya,Negatif,ini kenapa paket saya di lempar sama kurir ya sudah jelas jelas ada tulisan fragile di dusnya,"['ini', 'kenapa', 'paket', 'saya', 'di', 'lempar', 'sama', 'kurir', 'ya', 'sudah', 'jelas', 'jelas', 'ada', 'tulisan', 'fragile', 'di', 'dusnya']","['ini', 'kenapa', 'paket', 'saya', 'di', 'lempar', 'sama', 'kurir', 'ya', 'sudah', 'jelas', 'jelas', 'ada', 'tulis', 'fragile', 'di', 'dus']"
220,barang sudah sampai baru pertama kali mencoba semoga cocok,Netral,barang sudah sampai baru pertama kali mencoba semoga cocok,"['barang', 'sudah', 'sampai', 'baru', 'pertama', 'kali', 'mencoba', 'semoga', 'cocok']","['barang', 'sudah', 'sampai', 'baru', 'pertama', 'kali', 'coba', 'moga', 'cocok']"
221,serum terbaik buat memperbaiki skin barier yg rusak pake serum ini sejak dan hasilnya jerawatku ga pernah muncul lagi dan kulitku jd ga pernah rewel lagi please jangan sampe ga produksi lagi serum ini karena udah jd pk kulit aku,Positif,serum terbaik buat memperbaiki skin barier yang rusak pakai serum ini sejak dan hasilnya jerawatku enggak pernah muncul lagi dan kulitku jadi enggak pernah rewel lagi please jangan sampai enggak produksi lagi serum ini karena sudah jadi pakai kulit aku,"['serum', 'terbaik', 'buat', 'memperbaiki', 'skin', 'barier', 'yang', 'rusak', 'pakai', 'serum', 'ini', 'sejak', 'dan', 'hasilnya', 'jerawatku', 'enggak', 'pernah', 'muncul', 'lagi', 'dan', 'kulitku', 'jadi', 'enggak', 'pernah', 'rewel', 'lagi', 'please', 'jangan', 'sampai', 'enggak', 'produksi', 'lagi', 'serum', 'ini', 'karena', 'sudah', 'jadi', 'pakai', 'kulit', 'aku']","['serum', 'baik', 'buat', 'baik', 'skin', 'barier', 'yang', 'rusak', 'pakai', 'serum', 'ini', 'sejak', 'dan', 'hasil', 'jerawat', 'enggak', 'pernah', 'muncul', 'lagi', 'dan', 'kulit', 'jadi', 'enggak', 'pernah', 'rewel', 'lagi', 'please', 'jangan', 'sampai', 'enggak', 'produksi', 'lagi', 'serum', 'ini', 'karena', 'sudah', 'jadi', 'pakai', 'kulit', 'aku']"
222,mencari alternatif ingredients yang bisa menyamarkan bekas jerawat aku karena ga cocok sama vit  niacin dan alpha arbutin,Netral,mencari alternatif ingredients yang bisa menyamarkan bekas jerawat aku karena enggak cocok sama vit  niacin dan alpha arbutin,"['mencari', 'alternatif', 'ingredients', 'yang', 'bisa', 'menyamarkan', 'bekas', 'jerawat', 'aku', 'karena', 'enggak', 'cocok', 'sama', 'vit', 'niacin', 'dan', 'alpha', 'arbutin']","['cari', 'alternatif', 'ingredients', 'yang', 'bisa', 'samar', 'bekas', 'jerawat', 'aku', 'karena', 'enggak', 'cocok', 'sama', 'vit', 'niacin', 'dan', 'alpha', 'arbutin']"
223,dulu udh pernah make dan ngefek bgt ke kulit bikin jd lembab dan gak beruntusan tp dibarengin sm refining tonernya jg,Positif,dulu sudah pernah memakai dan ngefek banget ke kulit bikin jadi lembab dan enggak beruntusan tapi dibarengin sama refining tonernya juga,"['dulu', 'sudah', 'pernah', 'memakai', 'dan', 'ngefek', 'banget', 'ke', 'kulit', 'bikin', 'jadi', 'lembab', 'dan', 'enggak', 'beruntusan', 'tapi', 'dibarengin', 'sama', 'refining', 'tonernya', 'juga']","['dulu', 'sudah', 'pernah', 'pakai', 'dan', 'ngefek', 'banget', 'ke', 'kulit', 'bikin', 'jadi', 'lembab', 'dan', 'enggak', 'beruntus', 'tapi', 'dibarengin', 'sama', 'refining', 'tonernya', 'juga']"
224,pesan tanggal dikirim tanggal padahal tgl sdh harus dibawa terbang kecewa karena sdh dua kali mendapatkan pelayanan yg kurang menyenangkan padahal produk bagus dan sdh menjadi pengguna tetap avoskin,Negatif,pesan tanggal dikirim tanggal padahal tanggal sudah harus dibawa terbang kecewa karena sudah dua kali mendapatkan pelayanan yang kurang menyenangkan padahal produk bagus dan sudah menjadi pengguna tetap avoskin,"['pesan', 'tanggal', 'dikirim', 'tanggal', 'padahal', 'tanggal', 'sudah', 'harus', 'dibawa', 'terbang', 'kecewa', 'karena', 'sudah', 'dua', 'kali', 'mendapatkan', 'pelayanan', 'yang', 'kurang', 'menyenangkan', 'padahal', 'produk', 'bagus', 'dan', 'sudah', 'menjadi', 'pengguna', 'tetap', 'avoskin']","['pesan', 'tanggal', 'kirim', 'tanggal', 'padahal', 'tanggal', 'sudah', 'harus', 'bawa', 'terbang', 'kecewa', 'karena', 'sudah', 'dua', 'kali', 'dapat', 'layan', 'yang', 'kurang', 'senang', 'padahal', 'produk', 'bagus', 'dan', 'sudah', 'jadi', 'guna', 'tetap', 'avoskin']"
225,bagus sih produknya cocok cuma sedikit kecewa packagingnya kurang aman gak ada bublewrapnya padahal perjalanan jauh dari sidoarjo sampe jakarta,Negatif,bagus sih produknya cocok cuma sedikit kecewa packagingnya kurang aman enggak ada bublewrapnya padahal perjalanan jauh dari sidoarjo sampai jakarta,"['bagus', 'sih', 'produknya', 'cocok', 'cuma', 'sedikit', 'kecewa', 'packagingnya', 'kurang', 'aman', 'enggak', 'ada', 'bublewrapnya', 'padahal', 'perjalanan', 'jauh', 'dari', 'sidoarjo', 'sampai', 'jakarta']","['bagus', 'sih', 'produk', 'cocok', 'cuma', 'sedikit', 'kecewa', 'packagingnya', 'kurang', 'aman', 'enggak', 'ada', 'bublewrapnya', 'padahal', 'jalan', 'jauh', 'dari', 'sidoarjo', 'sampai', 'jakarta']"
226,pengirimannya pake sicepat tapi sangat lambat  udh ada  gudang tgl baru diantar ke rmh tgl sayang banget ga sesuai nama,Negatif,pengirimannya pakai sicepat tapi sangat lambat  sudah ada  gudang tanggal baru diantar ke rumah tanggal sayang banget enggak sesuai nama,"['pengirimannya', 'pakai', 'sicepat', 'tapi', 'sangat', 'lambat', 'sudah', 'ada', 'gudang', 'tanggal', 'baru', 'diantar', 'ke', 'rumah', 'tanggal', 'sayang', 'banget', 'enggak', 'sesuai', 'nama']","['kirim', 'pakai', 'sicepat', 'tapi', 'sangat', 'lambat', 'sudah', 'ada', 'gudang', 'tanggal', 'baru', 'antar', 'ke', 'rumah', 'tanggal', 'sayang', 'banget', 'enggak', 'sesuai', 'nama']"
227,paket diterima dengan keadaan baik,Positif,paket diterima dengan keadaan baik,"['paket', 'diterima', 'dengan', 'keadaan', 'baik']","['paket', 'terima', 'dengan', 'ada', 'baik']"
228,baru pertama pakai semoga cocok yah min tipe kulitku berminyak tipe kulitku kombinasi,Netral,baru pertama pakai semoga cocok ya min tipe kulitku berminyak tipe kulitku kombinasi,"['baru', 'pertama', 'pakai', 'semoga', 'cocok', 'ya', 'min', 'tipe', 'kulitku', 'berminyak', 'tipe', 'kulitku', 'kombinasi']","['baru', 'pertama', 'pakai', 'moga', 'cocok', 'ya', 'min', 'tipe', 'kulit', 'minyak', 'tipe', 'kulit', 'kombinasi']"
229,fast respon,Positif,fast respon,"['fast', 'respon']","['fast', 'respon']"
230,niceeeee,Positif,nice,['nice'],['nice']
231,worth the price pcs dapat harga  cashback ,Netral,worth the price pcs dapat harga  cashback ,"['worth', 'the', 'price', 'pcs', 'dapat', 'harga', 'cashback']","['worth', 'the', 'price', 'pcs', 'dapat', 'harga', 'cashback']"
232,thx ya,Positif,thanks ya,"['thanks', 'ya']","['thanks', 'ya']"
233,packing aman banget semoga cocok,Positif,packing aman banget semoga cocok,"['packing', 'aman', 'banget', 'semoga', 'cocok']","['packing', 'aman', 'banget', 'moga', 'cocok']"
234,alhamdulillah aku cocok pakai azarine kulit wajah ku perlahan teratasi dgn azarine thanks azarine,Positif,alhamdulillah aku cocok pakai azarine kulit wajah ku perlahan teratasi dengan azarine thanks azarine,"['alhamdulillah', 'aku', 'cocok', 'pakai', 'azarine', 'kulit', 'wajah', 'ku', 'perlahan', 'teratasi', 'dengan', 'azarine', 'thanks', 'azarine']","['alhamdulillah', 'aku', 'cocok', 'pakai', 'azarine', 'kulit', 'wajah', 'ku', 'perlahan', 'atas', 'dengan', 'azarine', 'thanks', 'azarine']"
235,repurchased nda bikin kusam affordable,Netral,repurchased indak bikin kusam affordable,"['repurchased', 'indak', 'bikin', 'kusam', 'affordable']","['repurchased', 'indak', 'bikin', 'kusam', 'affordable']"
236,isinya dikit banget sampe bingung kirain ga ada isinya,Negatif,isinya dikit banget sampai bingung mengira enggak ada isinya,"['isinya', 'dikit', 'banget', 'sampai', 'bingung', 'mengira', 'enggak', 'ada', 'isinya']","['isi', 'dikit', 'banget', 'sampai', 'bingung', 'ira', 'enggak', 'ada', 'isi']"
237,ringan di kulit warna pas,Netral,ringan di kulit warna pas,"['ringan', 'di', 'kulit', 'warna', 'pas']","['ringan', 'di', 'kulit', 'warna', 'pas']"
238,cepet nyampenyaa ringan sesuai namanya tinted sunscreen tapi masih bisa buat nutupin kemerahan aku sebelumnya nyoba shade nina tapi malah jadi kusem dan kuning akhirnya nyoba shade butter dan pass,Netral,cepat sampai ringan sesuai namanya tinted sunscreen tapi masih bisa buat menutupi kemerahan aku sebelumnya mencoba shade nina tapi malah jadi kusam dan kuning akhirnya mencoba shade butter dan pas,"['cepat', 'sampai', 'ringan', 'sesuai', 'namanya', 'tinted', 'sunscreen', 'tapi', 'masih', 'bisa', 'buat', 'menutupi', 'kemerahan', 'aku', 'sebelumnya', 'mencoba', 'shade', 'nina', 'tapi', 'malah', 'jadi', 'kusam', 'dan', 'kuning', 'akhirnya', 'mencoba', 'shade', 'butter', 'dan', 'pas']","['cepat', 'sampai', 'ringan', 'sesuai', 'nama', 'tinted', 'sunscreen', 'tapi', 'masih', 'bisa', 'buat', 'tutup', 'merah', 'aku', 'belum', 'coba', 'shade', 'nina', 'tapi', 'malah', 'jadi', 'kusam', 'dan', 'kuning', 'akhir', 'coba', 'shade', 'butter', 'dan', 'pas']"
239,cepet nyampenyaa teksturnya agak creamy smugeproof juga lohh tp warnanya agak kurang pigment,Negatif,cepat sampai teksturnya agak creamy smugeproof juga loh tapi warnanya agak kurang pigment,"['cepat', 'sampai', 'teksturnya', 'agak', 'creamy', 'smugeproof', 'juga', 'loh', 'tapi', 'warnanya', 'agak', 'kurang', 'pigment']","['cepat', 'sampai', 'tekstur', 'agak', 'creamy', 'smugeproof', 'juga', 'loh', 'tapi', 'warna', 'agak', 'kurang', 'pigment']"
240,teksturnya ringan mudah menyerap kulit udh ada spf nya jd kl dipake daily pun ok wlwpn ga full coverage tp bisa menutupi warna tdk merata dimuka bakalan repurchase ini,Negatif,teksturnya ringan mudah menyerap kulit sudah ada spf nya jadi kalo dipakai daily pun ok walaupun enggak full coverage tapi bisa menutupi warna tidak merata dimuka bakalan repurchase ini,"['teksturnya', 'ringan', 'mudah', 'menyerap', 'kulit', 'sudah', 'ada', 'spf', 'nya', 'jadi', 'kalo', 'dipakai', 'daily', 'pun', 'ok', 'walaupun', 'enggak', 'full', 'coverage', 'tapi', 'bisa', 'menutupi', 'warna', 'tidak', 'merata', 'dimuka', 'bakalan', 'repurchase', 'ini']","['tekstur', 'ringan', 'mudah', 'serap', 'kulit', 'sudah', 'ada', 'spf', 'nya', 'jadi', 'kalo', 'pakai', 'daily', 'pun', 'ok', 'walaupun', 'enggak', 'full', 'coverage', 'tapi', 'bisa', 'tutup', 'warna', 'tidak', 'rata', 'muka', 'bakal', 'repurchase', 'ini']"
241,pengiriman cepat packing oke thanks,Netral,pengiriman cepat packing oke thanks,"['pengiriman', 'cepat', 'packing', 'oke', 'thanks']","['kirim', 'cepat', 'packing', 'oke', 'thanks']"
242,suka sm warnanya next order warna lain,Netral,suka sama warnanya next order warna lain,"['suka', 'sama', 'warnanya', 'next', 'order', 'warna', 'lain']","['suka', 'sama', 'warna', 'next', 'order', 'warna', 'lain']"
243,tipe kulitku berminyak alhamdulillah cocok thanks,Netral,tipe kulitku berminyak alhamdulillah cocok thanks,"['tipe', 'kulitku', 'berminyak', 'alhamdulillah', 'cocok', 'thanks']","['tipe', 'kulit', 'minyak', 'alhamdulillah', 'cocok', 'thanks']"
244,beli serum ini pas dapet harga flash sale lumayan banget diskonnya packing oke pengiriman lumayan cepat produknya belum dicoba jadi belum bisa kasi nilai,Positif,beli serum ini pas dapat harga flash sale lumayan banget diskonnya packing oke pengiriman lumayan cepat produknya belum dicoba jadi belum bisa kasih nilai,"['beli', 'serum', 'ini', 'pas', 'dapat', 'harga', 'flash', 'sale', 'lumayan', 'banget', 'diskonnya', 'packing', 'oke', 'pengiriman', 'lumayan', 'cepat', 'produknya', 'belum', 'dicoba', 'jadi', 'belum', 'bisa', 'kasih', 'nilai']","['beli', 'serum', 'ini', 'pas', 'dapat', 'harga', 'flash', 'sale', 'lumayan', 'banget', 'diskon', 'packing', 'oke', 'kirim', 'lumayan', 'cepat', 'produk', 'belum', 'coba', 'jadi', 'belum', 'bisa', 'kasih', 'nilai']"
245,jujur buat aku gak cocok tapi aku gapaham skincare dan cenderung asal beli cuma sepertinya ini works deh kalo emanh cocok tipe kulitnya feel dimukanya setelah dipake agak lengket menurut aku jadi gabisa tidur miring trus bukan tipe skincare yang kalo kena angin adem mukanya cuma yaudah salahku,Negatif,jujur buat aku enggak cocok tapi aku gapaham skincare dan cenderung asal beli cuma sepertinya ini works deh kalo memang cocok tipe kulitnya feel dimukanya setelah dipakai agak lengket menurut aku jadi enggak bisa tidur miring terus bukan tipe skincare yang kalo kena angin adem mukanya cuma yaudah salahku,"['jujur', 'buat', 'aku', 'enggak', 'cocok', 'tapi', 'aku', 'gapaham', 'skincare', 'dan', 'cenderung', 'asal', 'beli', 'cuma', 'sepertinya', 'ini', 'works', 'deh', 'kalo', 'memang', 'cocok', 'tipe', 'kulitnya', 'feel', 'dimukanya', 'setelah', 'dipakai', 'agak', 'lengket', 'menurut', 'aku', 'jadi', 'enggak', 'bisa', 'tidur', 'miring', 'terus', 'bukan', 'tipe', 'skincare', 'yang', 'kalo', 'kena', 'angin', 'adem', 'mukanya', 'cuma', 'yaudah', 'salahku']","['jujur', 'buat', 'aku', 'enggak', 'cocok', 'tapi', 'aku', 'gapaham', 'skincare', 'dan', 'cenderung', 'asal', 'beli', 'cuma', 'seperti', 'ini', 'works', 'deh', 'kalo', 'memang', 'cocok', 'tipe', 'kulit', 'feel', 'muka', 'telah', 'pakai', 'agak', 'lengket', 'turut', 'aku', 'jadi', 'enggak', 'bisa', 'tidur', 'miring', 'terus', 'bukan', 'tipe', 'skincare', 'yang', 'kalo', 'kena', 'angin', 'adem', 'muka', 'cuma', 'yaudah', 'salah']"
246,hasil akhir bagus kaya kulit kita tapi bersi yg sehat,Negatif,hasil akhir bagus kayak kulit kita tapi bersih yang sehat,"['hasil', 'akhir', 'bagus', 'kayak', 'kulit', 'kita', 'tapi', 'bersih', 'yang', 'sehat']","['hasil', 'akhir', 'bagus', 'kayak', 'kulit', 'kita', 'tapi', 'bersih', 'yang', 'sehat']"
