review_tokens,Sentimen,sentimen
bintang karena pertamanya dikirimin yang expired sedangkan pembelian harga normal sebelum beli sudah chat tanya perbedaan harga normal dan sale sale expired dan normal expired walaupun akhirnya bisa return dan ganti yang expired tapi proses return nya itu ribet banget terutama pihak expedisi sicepat yang tidak segera pick up sampai hari maksudnya kalau dari awal teliti saya enggak perlu buang waktu untuk mengurusi return nya semoga kedepannya makin teliti ya untuk packing sudah aman bagus admin juga responsive thank you,Negatif,"{'classified_text': 'bintang karena pertamanya dikirimin yang expired sedangkan pembelian harga normal [-1] sebelum beli sudah chat tanya perbedaan harga normal [-1] dan sale sale expired dan normal [-1] expired walaupun akhirnya bisa return dan ganti yang expired tapi proses return nya itu ribet banget terutama pihak expedisi sicepat yang tidak segera pick up sampai hari maksudnya kalau dari awal teliti saya enggak perlu buang [-3] waktu untuk mengurusi return nya semoga kedepannya makin teliti ya untuk packing sudah aman [4] bagus [5] admin juga responsive thank you', 'tweet_text': ' bintang karena pertamanya dikirimin yang expired sedangkan pembelian harga normal sebelum beli sudah chat tanya perbedaan harga normal dan sale sale expired dan normal expired walaupun akhirnya bisa return dan ganti yang expired tapi proses return nya itu ribet banget terutama pihak expedisi sicepat yang tidak segera pick up sampai hari maksudnya kalau dari awal teliti saya enggak perlu buang waktu untuk mengurusi return nya semoga kedepannya makin teliti ya untuk packing sudah aman bagus admin juga responsive thank you', 'sentence_score': ['bintang karena pertamanya dikirimin yang expired sedangkan pembelian harga normal [-1] sebelum beli sudah chat tanya perbedaan harga normal [-1] dan sale sale expired dan normal [-1] expired walaupun akhirnya bisa return dan ganti yang expired tapi proses return nya itu ribet banget terutama pihak expedisi sicepat yang tidak segera pick up sampai hari maksudnya kalau dari awal teliti saya enggak perlu buang [-3] waktu untuk mengurusi return nya semoga kedepannya makin teliti ya untuk packing sudah aman [4] bagus [5] admin juga responsive thank you'], 'max_positive': 5, 'max_negative': -3, 'kelas': 'positif'}"
packing aman dan expired masih lama,Positif,"{'classified_text': 'packing aman [4] dan expired masih lama [-2]', 'tweet_text': ' packing aman dan expired masih lama', 'sentence_score': ['packing aman [4] dan expired masih lama [-2]'], 'max_positive': 4, 'max_negative': -2, 'kelas': 'positif'}"
huhu serum nya sudah datang cepat banget pengiriman beli dapat harga diskon baru pertama pakai ini semoga cocok di muka ku tipe kulitku normal,Positif,"{'classified_text': 'huhu serum nya sudah datang cepat [5] banget pengiriman beli dapat harga diskon baru pertama pakai ini semoga cocok [3] di muka ku tipe kulitku normal [-1]', 'tweet_text': ' huhu serum nya sudah datang cepat banget pengiriman beli dapat harga diskon baru pertama pakai ini semoga cocok di muka ku tipe kulitku normal', 'sentence_score': ['huhu serum nya sudah datang cepat [5] banget pengiriman beli dapat harga diskon baru pertama pakai ini semoga cocok [3] di muka ku tipe kulitku normal [-1]'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}"
tipe kulitku sensitif,Netral,"{'classified_text': 'tipe kulitku sensitif [-2]', 'tweet_text': ' tipe kulitku sensitif', 'sentence_score': ['tipe kulitku sensitif [-2]'], 'max_positive': 1, 'max_negative': -2, 'kelas': 'negatif'}"
ini kenapa paket saya di lempar sama kurir ya sudah jelas jelas ada tulisan fragile di dusnya,Negatif,"{'classified_text': 'ini kenapa paket saya di lempar sama kurir ya sudah jelas [4] jelas [5] ada tulisan fragile di dusnya', 'tweet_text': ' ini kenapa paket saya di lempar sama kurir ya sudah jelas jelas ada tulisan fragile di dusnya', 'sentence_score': ['ini kenapa paket saya di lempar sama kurir ya sudah jelas [4] jelas [5] ada tulisan fragile di dusnya'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}"
barang sudah sampai baru pertama kali mencoba semoga cocok,Netral,"{'classified_text': 'barang sudah sampai baru pertama kali mencoba semoga cocok [3]', 'tweet_text': ' barang sudah sampai baru pertama kali mencoba semoga cocok', 'sentence_score': ['barang sudah sampai baru pertama kali mencoba semoga cocok [3]'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}"
serum terbaik buat memperbaiki skin barier yang rusak pakai serum ini sejak dan hasilnya jerawatku enggak pernah muncul lagi dan kulitku jadi enggak pernah rewel lagi please jangan sampai enggak produksi lagi serum ini karena sudah jadi pakai kulit aku,Positif,"{'classified_text': 'serum terbaik [4] buat memperbaiki skin barier yang rusak [-4] pakai serum ini sejak dan hasilnya jerawatku enggak pernah muncul lagi dan kulitku jadi enggak pernah rewel [-2] lagi please jangan sampai enggak produksi lagi serum ini karena sudah jadi pakai kulit aku', 'tweet_text': ' serum terbaik buat memperbaiki skin barier yang rusak pakai serum ini sejak dan hasilnya jerawatku enggak pernah muncul lagi dan kulitku jadi enggak pernah rewel lagi please jangan sampai enggak produksi lagi serum ini karena sudah jadi pakai kulit aku', 'sentence_score': ['serum terbaik [4] buat memperbaiki skin barier yang rusak [-4] pakai serum ini sejak dan hasilnya jerawatku enggak pernah muncul lagi dan kulitku jadi enggak pernah rewel [-2] lagi please jangan sampai enggak produksi lagi serum ini karena sudah jadi pakai kulit aku'], 'max_positive': 4, 'max_negative': -4, 'kelas': 'netral'}"
mencari alternatif ingredients yang bisa menyamarkan bekas jerawat aku karena enggak cocok sama vit niacin dan alpha arbutin,Netral,"{'classified_text': 'mencari alternatif ingredients yang bisa menyamarkan [-3] bekas [-5] jerawat aku karena enggak cocok [-3] sama vit niacin dan alpha arbutin', 'tweet_text': ' mencari alternatif ingredients yang bisa menyamarkan bekas jerawat aku karena enggak cocok sama vit niacin dan alpha arbutin', 'sentence_score': ['mencari alternatif ingredients yang bisa menyamarkan [-3] bekas [-5] jerawat aku karena enggak cocok [-3] sama vit niacin dan alpha arbutin'], 'max_positive': 1, 'max_negative': -5, 'kelas': 'negatif'}"
dulu sudah pernah memakai dan ngefek banget ke kulit bikin jadi lembab dan enggak beruntusan tapi dibarengin sama refining tonernya juga,Positif,"{'classified_text': 'dulu sudah pernah memakai dan ngefek banget ke kulit bikin jadi lembab dan enggak beruntusan tapi dibarengin sama refining tonernya juga', 'tweet_text': ' dulu sudah pernah memakai dan ngefek banget ke kulit bikin jadi lembab dan enggak beruntusan tapi dibarengin sama refining tonernya juga', 'sentence_score': ['dulu sudah pernah memakai dan ngefek banget ke kulit bikin jadi lembab dan enggak beruntusan tapi dibarengin sama refining tonernya juga'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}"
pesan tanggal dikirim tanggal padahal tanggal sudah harus dibawa terbang kecewa karena sudah dua kali mendapatkan pelayanan yang kurang menyenangkan padahal produk bagus dan sudah menjadi pengguna tetap avoskin,Negatif,"{'classified_text': 'pesan tanggal dikirim tanggal padahal tanggal sudah harus dibawa terbang kecewa [-3] karena sudah dua kali mendapatkan pelayanan yang kurang [-2] menyenangkan [2] padahal produk bagus [4] dan sudah menjadi pengguna tetap avoskin', 'tweet_text': ' pesan tanggal dikirim tanggal padahal tanggal sudah harus dibawa terbang kecewa karena sudah dua kali mendapatkan pelayanan yang kurang menyenangkan padahal produk bagus dan sudah menjadi pengguna tetap avoskin', 'sentence_score': ['pesan tanggal dikirim tanggal padahal tanggal sudah harus dibawa terbang kecewa [-3] karena sudah dua kali mendapatkan pelayanan yang kurang [-2] menyenangkan [2] padahal produk bagus [4] dan sudah menjadi pengguna tetap avoskin'], 'max_positive': 4, 'max_negative': -3, 'kelas': 'positif'}"
bagus sih produknya cocok cuma sedikit kecewa packagingnya kurang aman enggak ada bublewrapnya padahal perjalanan jauh dari sidoarjo sampai jakarta,Negatif,"{'classified_text': 'bagus [4] sih produknya cocok [3] cuma sedikit kecewa [-1] packagingnya kurang [-2] aman [2] enggak ada bublewrapnya padahal perjalanan jauh [-2] dari sidoarjo sampai jakarta', 'tweet_text': ' bagus sih produknya cocok cuma sedikit kecewa packagingnya kurang aman enggak ada bublewrapnya padahal perjalanan jauh dari sidoarjo sampai jakarta', 'sentence_score': ['bagus [4] sih produknya cocok [3] cuma sedikit kecewa [-1] packagingnya kurang [-2] aman [2] enggak ada bublewrapnya padahal perjalanan jauh [-2] dari sidoarjo sampai jakarta'], 'max_positive': 4, 'max_negative': -2, 'kelas': 'positif'}"
pengirimannya pakai sicepat tapi sangat lambat sudah ada gudang tanggal baru diantar ke rumah tanggal sayang banget enggak sesuai nama,Negatif,"{'classified_text': 'pengirimannya pakai sicepat tapi sangat lambat [-5] sudah ada gudang tanggal baru diantar ke rumah tanggal sayang [5] banget enggak sesuai [-3] nama', 'tweet_text': ' pengirimannya pakai sicepat tapi sangat lambat sudah ada gudang tanggal baru diantar ke rumah tanggal sayang banget enggak sesuai nama', 'sentence_score': ['pengirimannya pakai sicepat tapi sangat lambat [-5] sudah ada gudang tanggal baru diantar ke rumah tanggal sayang [5] banget enggak sesuai [-3] nama'], 'max_positive': 5, 'max_negative': -5, 'kelas': 'netral'}"
paket diterima dengan keadaan baik,Positif,"{'classified_text': 'paket diterima dengan keadaan baik [4]', 'tweet_text': ' paket diterima dengan keadaan baik', 'sentence_score': ['paket diterima dengan keadaan baik [4]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}"
baru pertama pakai semoga cocok ya min tipe kulitku berminyak tipe kulitku kombinasi,Netral,"{'classified_text': 'baru pertama pakai semoga cocok [3] ya min tipe kulitku berminyak tipe kulitku kombinasi', 'tweet_text': ' baru pertama pakai semoga cocok ya min tipe kulitku berminyak tipe kulitku kombinasi', 'sentence_score': ['baru pertama pakai semoga cocok [3] ya min tipe kulitku berminyak tipe kulitku kombinasi'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}"
fast respon,Positif,"{'classified_text': 'fast respon', 'tweet_text': ' fast respon', 'sentence_score': ['fast respon'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}"
nice,Positif,"{'classified_text': 'nice', 'tweet_text': ' nice', 'sentence_score': ['nice'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}"
worth the price pcs dapat harga cashback,Netral,"{'classified_text': 'worth the price pcs dapat harga cashback', 'tweet_text': ' worth the price pcs dapat harga cashback', 'sentence_score': ['worth the price pcs dapat harga cashback'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}"
thanks ya,Positif,"{'classified_text': 'thanks ya', 'tweet_text': ' thanks ya', 'sentence_score': ['thanks ya'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}"
packing aman banget semoga cocok,Positif,"{'classified_text': 'packing aman [5] banget semoga cocok [3]', 'tweet_text': ' packing aman banget semoga cocok', 'sentence_score': ['packing aman [5] banget semoga cocok [3]'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}"
alhamdulillah aku cocok pakai azarine kulit wajah ku perlahan teratasi dengan azarine thanks azarine,Positif,"{'classified_text': 'alhamdulillah aku cocok [3] pakai azarine kulit wajah ku perlahan teratasi dengan azarine thanks azarine', 'tweet_text': ' alhamdulillah aku cocok pakai azarine kulit wajah ku perlahan teratasi dengan azarine thanks azarine', 'sentence_score': ['alhamdulillah aku cocok [3] pakai azarine kulit wajah ku perlahan teratasi dengan azarine thanks azarine'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}"
repurchased indak bikin kusam affordable,Netral,"{'classified_text': 'repurchased indak bikin kusam [-3] affordable', 'tweet_text': ' repurchased indak bikin kusam affordable', 'sentence_score': ['repurchased indak bikin kusam [-3] affordable'], 'max_positive': 1, 'max_negative': -3, 'kelas': 'negatif'}"
isinya dikit banget sampai bingung mengira enggak ada isinya,Negatif,"{'classified_text': 'isinya dikit banget sampai bingung [-3] mengira enggak ada isinya', 'tweet_text': ' isinya dikit banget sampai bingung mengira enggak ada isinya', 'sentence_score': ['isinya dikit banget sampai bingung [-3] mengira enggak ada isinya'], 'max_positive': 1, 'max_negative': -3, 'kelas': 'negatif'}"
ringan di kulit warna pas,Netral,"{'classified_text': 'ringan di kulit warna pas', 'tweet_text': ' ringan di kulit warna pas', 'sentence_score': ['ringan di kulit warna pas'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}"
cepat sampai ringan sesuai namanya tinted sunscreen tapi masih bisa buat menutupi kemerahan aku sebelumnya mencoba shade nina tapi malah jadi kusam dan kuning akhirnya mencoba shade butter dan pas,Netral,"{'classified_text': 'cepat [4] sampai ringan sesuai [3] namanya tinted sunscreen tapi masih bisa buat menutupi [-1] kemerahan aku sebelumnya mencoba shade nina tapi malah jadi kusam [-3] dan kuning akhirnya mencoba shade butter dan pas', 'tweet_text': ' cepat sampai ringan sesuai namanya tinted sunscreen tapi masih bisa buat menutupi kemerahan aku sebelumnya mencoba shade nina tapi malah jadi kusam dan kuning akhirnya mencoba shade butter dan pas', 'sentence_score': ['cepat [4] sampai ringan sesuai [3] namanya tinted sunscreen tapi masih bisa buat menutupi [-1] kemerahan aku sebelumnya mencoba shade nina tapi malah jadi kusam [-3] dan kuning akhirnya mencoba shade butter dan pas'], 'max_positive': 4, 'max_negative': -3, 'kelas': 'positif'}"
cepat sampai teksturnya agak creamy smugeproof juga loh tapi warnanya agak kurang pigment,Negatif,"{'classified_text': 'cepat [4] sampai teksturnya agak creamy smugeproof juga loh tapi warnanya agak kurang [-1] pigment', 'tweet_text': ' cepat sampai teksturnya agak creamy smugeproof juga loh tapi warnanya agak kurang pigment', 'sentence_score': ['cepat [4] sampai teksturnya agak creamy smugeproof juga loh tapi warnanya agak kurang [-1] pigment'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}"
teksturnya ringan mudah menyerap kulit sudah ada spf nya jadi kalo dipakai daily pun ok walaupun enggak full coverage tapi bisa menutupi warna tidak merata dimuka bakalan repurchase ini,Negatif,"{'classified_text': 'teksturnya ringan mudah [3] menyerap [1] kulit sudah ada spf nya jadi kalo dipakai daily pun ok [1] walaupun enggak full coverage tapi bisa menutupi [-1] warna tidak merata [-2] dimuka bakalan repurchase ini', 'tweet_text': ' teksturnya ringan mudah menyerap kulit sudah ada spf nya jadi kalo dipakai daily pun ok walaupun enggak full coverage tapi bisa menutupi warna tidak merata dimuka bakalan repurchase ini', 'sentence_score': ['teksturnya ringan mudah [3] menyerap [1] kulit sudah ada spf nya jadi kalo dipakai daily pun ok [1] walaupun enggak full coverage tapi bisa menutupi [-1] warna tidak merata [-2] dimuka bakalan repurchase ini'], 'max_positive': 3, 'max_negative': -2, 'kelas': 'positif'}"
pengiriman cepat packing oke thanks,Netral,"{'classified_text': 'pengiriman cepat [4] packing oke [3] thanks', 'tweet_text': ' pengiriman cepat packing oke thanks', 'sentence_score': ['pengiriman cepat [4] packing oke [3] thanks'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}"
suka sama warnanya next order warna lain,Netral,"{'classified_text': 'suka [4] sama warnanya next order warna lain', 'tweet_text': ' suka sama warnanya next order warna lain', 'sentence_score': ['suka [4] sama warnanya next order warna lain'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}"
tipe kulitku berminyak alhamdulillah cocok thanks,Netral,"{'classified_text': 'tipe kulitku berminyak alhamdulillah cocok [3] thanks', 'tweet_text': ' tipe kulitku berminyak alhamdulillah cocok thanks', 'sentence_score': ['tipe kulitku berminyak alhamdulillah cocok [3] thanks'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}"
beli serum ini pas dapat harga flash sale lumayan banget diskonnya packing oke pengiriman lumayan cepat produknya belum dicoba jadi belum bisa kasih nilai,Positif,"{'classified_text': 'beli serum ini pas dapat harga flash sale lumayan [3] banget diskonnya packing oke [3] pengiriman lumayan [2] cepat [5] produknya belum dicoba jadi belum bisa kasih nilai [3]', 'tweet_text': ' beli serum ini pas dapat harga flash sale lumayan banget diskonnya packing oke pengiriman lumayan cepat produknya belum dicoba jadi belum bisa kasih nilai', 'sentence_score': ['beli serum ini pas dapat harga flash sale lumayan [3] banget diskonnya packing oke [3] pengiriman lumayan [2] cepat [5] produknya belum dicoba jadi belum bisa kasih nilai [3]'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}"
jujur buat aku enggak cocok tapi aku gapaham skincare dan cenderung asal beli cuma sepertinya ini works deh kalo memang cocok tipe kulitnya feel dimukanya setelah dipakai agak lengket menurut aku jadi enggak bisa tidur miring terus bukan tipe skincare yang kalo kena angin adem mukanya cuma yaudah salahku,Negatif,"{'classified_text': 'jujur [4] buat aku enggak cocok [-3] tapi aku gapaham skincare dan cenderung asal beli cuma [-2] sepertinya ini works deh kalo memang cocok [3] tipe kulitnya feel dimukanya setelah dipakai agak lengket menurut aku jadi enggak bisa tidur miring [-1] terus bukan tipe skincare yang kalo kena angin adem mukanya cuma [-2] yaudah salahku', 'tweet_text': ' jujur buat aku enggak cocok tapi aku gapaham skincare dan cenderung asal beli cuma sepertinya ini works deh kalo memang cocok tipe kulitnya feel dimukanya setelah dipakai agak lengket menurut aku jadi enggak bisa tidur miring terus bukan tipe skincare yang kalo kena angin adem mukanya cuma yaudah salahku', 'sentence_score': ['jujur [4] buat aku enggak cocok [-3] tapi aku gapaham skincare dan cenderung asal beli cuma [-2] sepertinya ini works deh kalo memang cocok [3] tipe kulitnya feel dimukanya setelah dipakai agak lengket menurut aku jadi enggak bisa tidur miring [-1] terus bukan tipe skincare yang kalo kena angin adem mukanya cuma [-2] yaudah salahku'], 'max_positive': 4, 'max_negative': -3, 'kelas': 'positif'}"
hasil akhir bagus kayak kulit kita tapi bersih yang sehat,Negatif,"{'classified_text': 'hasil akhir bagus [4] kayak kulit kita tapi bersih [5] yang sehat [4]', 'tweet_text': ' hasil akhir bagus kayak kulit kita tapi bersih yang sehat', 'sentence_score': ['hasil akhir bagus [4] kayak kulit kita tapi bersih [5] yang sehat [4]'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}"
